WorkClass,Education,MaritalStatus,Occupation,Salary,LessThen_50
Private,HS-grad,Married-civ-spouse,Craft-repair,>50K,0
Private,Some-college,Never-married,Craft-repair,<=50K,1
Private,HS-grad,Never-married,Other-service,<=50K,1
Local-gov,HS-grad,Never-married,Other-service,<=50K,1
Private,Some-college,Divorced,Craft-repair,<=50K,1
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,>50K,0
Private,Prof-school,Widowed,Other-service,<=50K,1
Private,9th,Never-married,Other-service,<=50K,1
Private,HS-grad,Never-married,Sales,<=50K,1
Private,Bachelors,Never-married,Handlers-cleaners,<=50K,1
Private,Some-college,Married-civ-spouse,Exec-managerial,>50K,0
Private,Some-college,Married-civ-spouse,Tech-support,>50K,0
?,10th,Never-married,?,<=50K,1
Private,HS-grad,Married-civ-spouse,Exec-managerial,<=50K,1
Private,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Private,10th,Married-civ-spouse,Handlers-cleaners,<=50K,1
Private,Some-college,Never-married,Other-service,<=50K,1
Private,Assoc-voc,Divorced,Prof-specialty,<=50K,1
Local-gov,Bachelors,Widowed,Prof-specialty,<=50K,1
Private,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
?,Some-college,Never-married,?,<=50K,1
Private,Some-college,Never-married,Sales,<=50K,1
Private,Some-college,Married-civ-spouse,Craft-repair,<=50K,1
?,Some-college,Never-married,?,<=50K,1
Private,Some-college,Separated,Prof-specialty,<=50K,1
Private,HS-grad,Divorced,Sales,<=50K,1
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,<=50K,1
Private,11th,Never-married,Adm-clerical,<=50K,1
Private,HS-grad,Married-civ-spouse,Craft-repair,>50K,0
Private,Assoc-voc,Married-civ-spouse,Tech-support,<=50K,1
Self-emp-not-inc,HS-grad,Divorced,Transport-moving,<=50K,1
Private,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Private,Some-college,Divorced,Craft-repair,<=50K,1
State-gov,Bachelors,Divorced,Machine-op-inspct,<=50K,1
State-gov,Some-college,Never-married,Adm-clerical,<=50K,1
?,HS-grad,Married-civ-spouse,?,<=50K,1
Private,Some-college,Never-married,Adm-clerical,<=50K,1
Private,11th,Separated,Machine-op-inspct,<=50K,1
Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,<=50K,1
Private,HS-grad,Divorced,Adm-clerical,<=50K,1
Private,HS-grad,Married-spouse-absent,Adm-clerical,<=50K,1
Private,HS-grad,Separated,Transport-moving,<=50K,1
Private,HS-grad,Married-civ-spouse,Transport-moving,<=50K,1
Private,HS-grad,Married-civ-spouse,Farming-fishing,<=50K,1
Private,Some-college,Never-married,Machine-op-inspct,<=50K,1
?,HS-grad,Married-civ-spouse,?,<=50K,1
Local-gov,Masters,Married-civ-spouse,Exec-managerial,>50K,0
Self-emp-not-inc,Some-college,Separated,Craft-repair,<=50K,1
Private,HS-grad,Divorced,Other-service,<=50K,1
Private,Some-college,Never-married,Adm-clerical,<=50K,1
Private,HS-grad,Never-married,Handlers-cleaners,<=50K,1
Private,Masters,Never-married,Prof-specialty,<=50K,1
Private,HS-grad,Never-married,Adm-clerical,<=50K,1
Private,11th,Separated,Prof-specialty,<=50K,1
Private,Bachelors,Never-married,Sales,<=50K,1
Private,HS-grad,Never-married,Handlers-cleaners,<=50K,1
Private,HS-grad,Never-married,Machine-op-inspct,<=50K,1
State-gov,Some-college,Married-civ-spouse,Protective-serv,<=50K,1
Private,Bachelors,Never-married,Tech-support,<=50K,1
Private,HS-grad,Never-married,Machine-op-inspct,<=50K,1
Private,Masters,Never-married,Prof-specialty,>50K,0
Private,Some-college,Never-married,Tech-support,<=50K,1
Private,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Local-gov,Assoc-voc,Divorced,Prof-specialty,<=50K,1
Local-gov,Assoc-acdm,Divorced,Other-service,<=50K,1
Private,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Private,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Private,9th,Never-married,Other-service,<=50K,1
Federal-gov,Some-college,Married-civ-spouse,Tech-support,<=50K,1
Private,HS-grad,Married-civ-spouse,Sales,>50K,0
Private,HS-grad,Married-civ-spouse,Transport-moving,<=50K,1
Private,Some-college,Never-married,Adm-clerical,<=50K,1
Private,HS-grad,Divorced,Adm-clerical,<=50K,1
Private,11th,Married-civ-spouse,Other-service,<=50K,1
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,>50K,0
Local-gov,Masters,Never-married,Prof-specialty,<=50K,1
Private,Some-college,Married-civ-spouse,Sales,<=50K,1
Private,HS-grad,Never-married,Craft-repair,<=50K,1
Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,>50K,0
Local-gov,HS-grad,Never-married,Other-service,<=50K,1
Local-gov,HS-grad,Married-civ-spouse,Transport-moving,<=50K,1
Private,10th,Widowed,Machine-op-inspct,<=50K,1
Private,Some-college,Married-civ-spouse,Adm-clerical,<=50K,1
Private,11th,Never-married,Machine-op-inspct,<=50K,1
Private,Bachelors,Married-civ-spouse,Prof-specialty,<=50K,1
Private,Some-college,Married-civ-spouse,Exec-managerial,<=50K,1
Private,HS-grad,Married-civ-spouse,Other-service,<=50K,1
Private,HS-grad,Married-civ-spouse,Exec-managerial,>50K,0
Private,Some-college,Never-married,Sales,<=50K,1
Private,Some-college,Divorced,Adm-clerical,<=50K,1
Private,Bachelors,Never-married,Prof-specialty,<=50K,1
Private,9th,Married-civ-spouse,Craft-repair,<=50K,1
Self-emp-not-inc,11th,Divorced,Exec-managerial,<=50K,1
Private,9th,Never-married,Handlers-cleaners,<=50K,1
Private,HS-grad,Never-married,Craft-repair,<=50K,1
Private,Masters,Married-civ-spouse,Prof-specialty,>50K,0
Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Private,HS-grad,Married-civ-spouse,Exec-managerial,>50K,0
Private,HS-grad,Married-civ-spouse,Adm-clerical,>50K,0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,<=50K,1
Private,HS-grad,Never-married,Adm-clerical,<=50K,1
Local-gov,HS-grad,Married-civ-spouse,Craft-repair,>50K,0
Private,HS-grad,Never-married,Sales,<=50K,1
Local-gov,HS-grad,Separated,Adm-clerical,<=50K,1
Self-emp-not-inc,Bachelors,Divorced,Sales,<=50K,1
Private,Bachelors,Divorced,Protective-serv,>50K,0
Private,Bachelors,Never-married,Prof-specialty,>50K,0
Private,HS-grad,Never-married,Other-service,<=50K,1
Private,11th,Divorced,Handlers-cleaners,<=50K,1
Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,>50K,0
Private,10th,Never-married,Other-service,<=50K,1
Private,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Private,5th-6th,Married-civ-spouse,Farming-fishing,<=50K,1
Private,Some-college,Never-married,Other-service,<=50K,1
Private,Bachelors,Never-married,Prof-specialty,<=50K,1
Private,Prof-school,Separated,Prof-specialty,>50K,0
Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,<=50K,1
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,<=50K,1
Private,Bachelors,Never-married,Exec-managerial,<=50K,1
Private,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Private,Bachelors,Married-civ-spouse,Craft-repair,>50K,0
?,HS-grad,Never-married,?,<=50K,1
Private,Bachelors,Married-civ-spouse,Prof-specialty,>50K,0
Private,Assoc-voc,Never-married,Exec-managerial,<=50K,1
Private,Bachelors,Never-married,Prof-specialty,<=50K,1
Private,Some-college,Never-married,Craft-repair,<=50K,1
Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,>50K,0
Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,<=50K,1
Private,Masters,Never-married,Sales,<=50K,1
Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,<=50K,1
Private,1st-4th,Married-civ-spouse,Other-service,<=50K,1
Private,Some-college,Divorced,Craft-repair,<=50K,1
Private,Bachelors,Married-civ-spouse,Protective-serv,>50K,0
Private,Bachelors,Married-civ-spouse,Exec-managerial,<=50K,1
Private,HS-grad,Never-married,Other-service,<=50K,1
Private,Assoc-voc,Divorced,Tech-support,<=50K,1
Private,Bachelors,Married-civ-spouse,Craft-repair,<=50K,1
Private,Some-college,Divorced,Adm-clerical,<=50K,1
Local-gov,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Private,HS-grad,Never-married,Sales,<=50K,1
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,>50K,0
Private,11th,Divorced,Transport-moving,<=50K,1
Local-gov,Some-college,Divorced,Exec-managerial,<=50K,1
Private,Some-college,Divorced,Exec-managerial,<=50K,1
Private,Some-college,Never-married,Machine-op-inspct,<=50K,1
State-gov,Bachelors,Married-civ-spouse,Craft-repair,>50K,0
Private,7th-8th,Never-married,Handlers-cleaners,<=50K,1
Private,Some-college,Married-civ-spouse,Exec-managerial,>50K,0
Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Transport-moving,<=50K,1
Private,Assoc-acdm,Married-civ-spouse,Other-service,>50K,0
Federal-gov,Some-college,Divorced,Exec-managerial,>50K,0
Private,12th,Never-married,Machine-op-inspct,<=50K,1
Private,Some-college,Never-married,Adm-clerical,<=50K,1
Local-gov,Bachelors,Never-married,Prof-specialty,<=50K,1
Federal-gov,Bachelors,Never-married,Transport-moving,<=50K,1
Private,Assoc-acdm,Divorced,Other-service,<=50K,1
Private,11th,Never-married,Handlers-cleaners,<=50K,1
Private,HS-grad,Never-married,Machine-op-inspct,<=50K,1
Federal-gov,Assoc-acdm,Never-married,Adm-clerical,<=50K,1
Private,HS-grad,Married-civ-spouse,Prof-specialty,>50K,0
Private,HS-grad,Married-civ-spouse,Other-service,<=50K,1
Local-gov,Masters,Married-civ-spouse,Prof-specialty,>50K,0
Private,Assoc-acdm,Married-civ-spouse,Transport-moving,<=50K,1
Private,HS-grad,Married-civ-spouse,Sales,<=50K,1
Private,Some-college,Never-married,Adm-clerical,<=50K,1
Private,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Local-gov,Bachelors,Married-civ-spouse,Protective-serv,<=50K,1
Private,HS-grad,Married-civ-spouse,Other-service,<=50K,1
Private,Some-college,Married-civ-spouse,Handlers-cleaners,>50K,0
Private,Bachelors,Married-civ-spouse,Exec-managerial,<=50K,1
Private,HS-grad,Never-married,Machine-op-inspct,<=50K,1
Private,Some-college,Married-civ-spouse,Transport-moving,>50K,0
Local-gov,HS-grad,Married-civ-spouse,Protective-serv,<=50K,1
Private,HS-grad,Separated,Craft-repair,<=50K,1
Private,Assoc-acdm,Never-married,Other-service,<=50K,1
Local-gov,Bachelors,Divorced,Prof-specialty,<=50K,1
Private,12th,Never-married,Machine-op-inspct,<=50K,1
Private,7th-8th,Divorced,Machine-op-inspct,<=50K,1
?,Some-college,Never-married,?,<=50K,1
Private,1st-4th,Married-civ-spouse,Craft-repair,>50K,0
Private,Some-college,Never-married,Sales,<=50K,1
Federal-gov,HS-grad,Never-married,Adm-clerical,<=50K,1
Private,Bachelors,Never-married,Prof-specialty,<=50K,1
Private,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Private,Some-college,Married-civ-spouse,Craft-repair,<=50K,1
Private,5th-6th,Never-married,Handlers-cleaners,<=50K,1
State-gov,Doctorate,Married-civ-spouse,Exec-managerial,>50K,0
Private,11th,Never-married,Handlers-cleaners,<=50K,1
Private,HS-grad,Never-married,Adm-clerical,<=50K,1
Private,12th,Divorced,Craft-repair,<=50K,1
Private,Prof-school,Never-married,Prof-specialty,<=50K,1
Federal-gov,Some-college,Divorced,Adm-clerical,>50K,0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,<=50K,1
Private,HS-grad,Never-married,Machine-op-inspct,<=50K,1
Private,Some-college,Separated,Tech-support,<=50K,1
Local-gov,7th-8th,Married-civ-spouse,Adm-clerical,<=50K,1
?,Assoc-voc,Married-civ-spouse,?,<=50K,1
Private,Bachelors,Never-married,Exec-managerial,<=50K,1
Private,HS-grad,Married-civ-spouse,Other-service,>50K,0
Private,10th,Never-married,Priv-house-serv,<=50K,1
Private,HS-grad,Never-married,Craft-repair,<=50K,1
Federal-gov,HS-grad,Divorced,Tech-support,<=50K,1
Private,Some-college,Never-married,Adm-clerical,<=50K,1
Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,<=50K,1
Private,Some-college,Separated,Other-service,<=50K,1
Private,Some-college,Married-civ-spouse,Transport-moving,<=50K,1
Private,Some-college,Married-civ-spouse,Prof-specialty,>50K,0
?,Some-college,Never-married,?,<=50K,1
Private,Bachelors,Separated,Exec-managerial,<=50K,1
Private,Some-college,Married-civ-spouse,Craft-repair,<=50K,1
Private,Masters,Married-civ-spouse,Prof-specialty,>50K,0
Private,Some-college,Never-married,Other-service,<=50K,1
Private,Bachelors,Never-married,Tech-support,<=50K,1
Private,7th-8th,Widowed,Other-service,<=50K,1
Private,Assoc-voc,Married-civ-spouse,Prof-specialty,>50K,0
Private,7th-8th,Married-civ-spouse,Transport-moving,<=50K,1
Local-gov,Bachelors,Divorced,Prof-specialty,<=50K,1
Self-emp-inc,HS-grad,Married-civ-spouse,Other-service,>50K,0
Private,HS-grad,Divorced,Exec-managerial,<=50K,1
Private,Some-college,Married-civ-spouse,Craft-repair,<=50K,1
Private,Some-college,Married-civ-spouse,Craft-repair,<=50K,1
Private,HS-grad,Never-married,Machine-op-inspct,<=50K,1
Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,<=50K,1
Federal-gov,Some-college,Never-married,Exec-managerial,<=50K,1
?,Prof-school,Married-civ-spouse,?,<=50K,1
Private,Assoc-acdm,Never-married,Exec-managerial,<=50K,1
Private,HS-grad,Never-married,Adm-clerical,<=50K,1
Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,<=50K,1
?,HS-grad,Married-civ-spouse,?,>50K,0
Private,Some-college,Married-civ-spouse,Farming-fishing,>50K,0
Private,7th-8th,Divorced,Transport-moving,<=50K,1
Private,Some-college,Never-married,Sales,<=50K,1
Private,Some-college,Married-civ-spouse,Machine-op-inspct,>50K,0
Self-emp-inc,10th,Married-civ-spouse,Farming-fishing,<=50K,1
?,Some-college,Divorced,?,<=50K,1
Private,Some-college,Divorced,Sales,<=50K,1
Private,10th,Never-married,Machine-op-inspct,<=50K,1
Private,Assoc-acdm,Never-married,Prof-specialty,<=50K,1
Private,Some-college,Married-civ-spouse,Craft-repair,>50K,0
Private,HS-grad,Never-married,Other-service,<=50K,1
?,Bachelors,Never-married,?,<=50K,1
Private,Some-college,Married-civ-spouse,Transport-moving,>50K,0
Private,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Private,Masters,Married-civ-spouse,Exec-managerial,<=50K,1
Self-emp-inc,Bachelors,Divorced,Prof-specialty,<=50K,1
Private,Assoc-acdm,Married-civ-spouse,Sales,>50K,0
Local-gov,Some-college,Married-civ-spouse,Transport-moving,<=50K,1
Private,HS-grad,Married-civ-spouse,Exec-managerial,<=50K,1
Local-gov,Some-college,Never-married,Exec-managerial,<=50K,1
Private,Assoc-acdm,Divorced,Transport-moving,<=50K,1
Private,12th,Married-civ-spouse,Transport-moving,<=50K,1
Private,HS-grad,Widowed,Adm-clerical,<=50K,1
Private,HS-grad,Never-married,Handlers-cleaners,<=50K,1
Private,Assoc-voc,Married-civ-spouse,Adm-clerical,<=50K,1
Private,Some-college,Married-civ-spouse,Sales,>50K,0
Private,HS-grad,Divorced,Farming-fishing,<=50K,1
Local-gov,HS-grad,Married-civ-spouse,Other-service,<=50K,1
State-gov,Some-college,Separated,Sales,<=50K,1
?,Some-college,Widowed,?,<=50K,1
Private,Bachelors,Married-civ-spouse,Prof-specialty,>50K,0
State-gov,5th-6th,Never-married,Machine-op-inspct,<=50K,1
?,10th,Never-married,?,<=50K,1
Private,Some-college,Married-civ-spouse,Sales,>50K,0
Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,>50K,0
Local-gov,Some-college,Never-married,Protective-serv,<=50K,1
Private,HS-grad,Married-civ-spouse,Sales,<=50K,1
Local-gov,Some-college,Never-married,Adm-clerical,<=50K,1
Private,Some-college,Married-civ-spouse,Craft-repair,<=50K,1
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Private,Some-college,Married-civ-spouse,Other-service,<=50K,1
Private,Prof-school,Married-civ-spouse,Prof-specialty,>50K,0
Private,Bachelors,Divorced,Sales,>50K,0
Local-gov,Masters,Never-married,Prof-specialty,>50K,0
Private,Doctorate,Separated,Exec-managerial,>50K,0
Private,Bachelors,Divorced,Sales,<=50K,1
Private,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Private,HS-grad,Never-married,Sales,<=50K,1
Private,Bachelors,Separated,Craft-repair,<=50K,1
Private,10th,Never-married,Other-service,<=50K,1
Private,Some-college,Married-civ-spouse,Other-service,<=50K,1
Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,>50K,0
Private,Bachelors,Married-civ-spouse,Prof-specialty,<=50K,1
Private,10th,Never-married,Other-service,<=50K,1
Private,HS-grad,Married-civ-spouse,Transport-moving,>50K,0
Private,Some-college,Never-married,Machine-op-inspct,<=50K,1
Private,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Private,Some-college,Married-civ-spouse,Craft-repair,<=50K,1
Local-gov,Assoc-acdm,Married-civ-spouse,Exec-managerial,>50K,0
Private,Masters,Married-civ-spouse,Exec-managerial,>50K,0
Private,HS-grad,Married-civ-spouse,Adm-clerical,<=50K,1
Private,HS-grad,Never-married,Handlers-cleaners,<=50K,1
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,>50K,0
Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,>50K,0
Private,Some-college,Never-married,Sales,<=50K,1
Private,Bachelors,Never-married,Adm-clerical,<=50K,1
Private,HS-grad,Married-civ-spouse,Exec-managerial,>50K,0
Federal-gov,Bachelors,Married-spouse-absent,Exec-managerial,>50K,0
Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,>50K,0
State-gov,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Private,Bachelors,Never-married,Exec-managerial,<=50K,1
Private,HS-grad,Married-civ-spouse,Adm-clerical,<=50K,1
Private,HS-grad,Married-civ-spouse,Exec-managerial,>50K,0
Private,Some-college,Never-married,Other-service,<=50K,1
Self-emp-not-inc,Some-college,Divorced,Other-service,<=50K,1
Private,Some-college,Widowed,Sales,<=50K,1
Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,>50K,0
Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,>50K,0
Private,Some-college,Widowed,Adm-clerical,<=50K,1
Private,Masters,Married-civ-spouse,Prof-specialty,>50K,0
Private,HS-grad,Widowed,Machine-op-inspct,<=50K,1
Private,HS-grad,Separated,Other-service,<=50K,1
Private,HS-grad,Married-civ-spouse,Adm-clerical,<=50K,1
Private,HS-grad,Never-married,Adm-clerical,<=50K,1
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,<=50K,1
Self-emp-not-inc,Bachelors,Never-married,Sales,<=50K,1
Private,Bachelors,Widowed,Sales,>50K,0
Private,HS-grad,Married-civ-spouse,Other-service,<=50K,1
Private,9th,Married-civ-spouse,Handlers-cleaners,<=50K,1
Private,Assoc-acdm,Divorced,Exec-managerial,<=50K,1
Private,HS-grad,Never-married,Other-service,<=50K,1
Private,HS-grad,Married-civ-spouse,Farming-fishing,<=50K,1
Private,Prof-school,Married-civ-spouse,Prof-specialty,>50K,0
Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,>50K,0
?,HS-grad,Never-married,?,<=50K,1
?,HS-grad,Married-civ-spouse,?,<=50K,1
Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,>50K,0
Private,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Private,9th,Divorced,Other-service,<=50K,1
Private,HS-grad,Married-civ-spouse,Exec-managerial,<=50K,1
Self-emp-not-inc,11th,Married-civ-spouse,Other-service,<=50K,1
Private,Assoc-voc,Married-civ-spouse,Transport-moving,>50K,0
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,>50K,0
Private,Assoc-acdm,Never-married,Adm-clerical,<=50K,1
Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,>50K,0
Private,HS-grad,Divorced,Sales,<=50K,1
Private,11th,Married-civ-spouse,Craft-repair,<=50K,1
Self-emp-inc,Masters,Married-civ-spouse,Sales,>50K,0
Private,Assoc-voc,Never-married,Sales,<=50K,1
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,<=50K,1
Private,HS-grad,Never-married,Transport-moving,>50K,0
Private,Masters,Never-married,Tech-support,<=50K,1
Local-gov,Bachelors,Widowed,Prof-specialty,>50K,0
Private,Assoc-voc,Married-civ-spouse,Craft-repair,>50K,0
Private,Some-college,Never-married,Other-service,<=50K,1
Private,7th-8th,Married-civ-spouse,Craft-repair,<=50K,1
Private,HS-grad,Divorced,Machine-op-inspct,<=50K,1
Private,Some-college,Never-married,Adm-clerical,<=50K,1
Private,11th,Never-married,Craft-repair,<=50K,1
Private,Some-college,Married-civ-spouse,Other-service,<=50K,1
Private,Some-college,Divorced,Tech-support,<=50K,1
Private,Masters,Never-married,Prof-specialty,<=50K,1
Private,Some-college,Married-civ-spouse,Sales,<=50K,1
Private,HS-grad,Married-civ-spouse,Transport-moving,>50K,0
?,Some-college,Never-married,?,<=50K,1
Private,10th,Widowed,Adm-clerical,<=50K,1
?,Bachelors,Married-civ-spouse,?,>50K,0
Private,Some-college,Never-married,Other-service,<=50K,1
Private,7th-8th,Married-civ-spouse,Craft-repair,<=50K,1
Private,Some-college,Never-married,Tech-support,<=50K,1
Private,Some-college,Never-married,Other-service,<=50K,1
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,>50K,0
Federal-gov,Masters,Married-civ-spouse,Prof-specialty,>50K,0
Self-emp-inc,Bachelors,Married-civ-spouse,Farming-fishing,>50K,0
Private,HS-grad,Married-civ-spouse,Tech-support,>50K,0
Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,>50K,0
Private,11th,Never-married,Craft-repair,<=50K,1
Private,9th,Married-civ-spouse,Machine-op-inspct,<=50K,1
Private,Some-college,Never-married,Sales,<=50K,1
Private,11th,Never-married,Adm-clerical,<=50K,1
Private,Some-college,Married-civ-spouse,Craft-repair,<=50K,1
?,Some-college,Divorced,?,<=50K,1
Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,<=50K,1
Self-emp-inc,Bachelors,Married-civ-spouse,Sales,>50K,0
Self-emp-inc,Masters,Married-civ-spouse,Sales,<=50K,1
Private,HS-grad,Divorced,Other-service,<=50K,1
Private,Bachelors,Never-married,Adm-clerical,<=50K,1
Private,HS-grad,Never-married,Tech-support,<=50K,1
Private,Masters,Never-married,Prof-specialty,<=50K,1
Private,Assoc-voc,Divorced,Adm-clerical,<=50K,1
Private,Bachelors,Married-civ-spouse,Adm-clerical,<=50K,1
Private,Some-college,Never-married,Exec-managerial,<=50K,1
Private,HS-grad,Married-civ-spouse,Other-service,<=50K,1
Private,Bachelors,Married-civ-spouse,Prof-specialty,>50K,0
Private,Bachelors,Married-civ-spouse,Prof-specialty,<=50K,1
Private,HS-grad,Separated,Craft-repair,<=50K,1
Private,10th,Separated,Craft-repair,<=50K,1
Private,11th,Never-married,Other-service,<=50K,1
Private,Assoc-voc,Never-married,Sales,<=50K,1
State-gov,Bachelors,Married-civ-spouse,Prof-specialty,>50K,0
Private,12th,Never-married,Other-service,<=50K,1
Private,9th,Married-civ-spouse,Craft-repair,<=50K,1
Private,Assoc-voc,Never-married,Other-service,<=50K,1
State-gov,HS-grad,Married-civ-spouse,Protective-serv,>50K,0
Private,Some-college,Divorced,Other-service,<=50K,1
Private,Some-college,Married-civ-spouse,Machine-op-inspct,<=50K,1
Private,Some-college,Married-civ-spouse,Adm-clerical,>50K,0
Private,Bachelors,Married-civ-spouse,Tech-support,>50K,0
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,>50K,0
Private,HS-grad,Divorced,Adm-clerical,<=50K,1
Private,Some-college,Never-married,Adm-clerical,<=50K,1
Private,HS-grad,Never-married,Adm-clerical,<=50K,1
Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,>50K,0
Local-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty,<=50K,1
Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,<=50K,1
Private,5th-6th,Never-married,Farming-fishing,<=50K,1
State-gov,Some-college,Never-married,Handlers-cleaners,<=50K,1
Private,Assoc-acdm,Never-married,Prof-specialty,>50K,0
Private,Some-college,Never-married,Other-service,<=50K,1
Private,HS-grad,Married-civ-spouse,Exec-managerial,<=50K,1
Federal-gov,Some-college,Married-civ-spouse,Craft-repair,>50K,0
Private,HS-grad,Never-married,Transport-moving,<=50K,1
Private,Some-college,Never-married,Adm-clerical,<=50K,1
Private,Assoc-voc,Married-civ-spouse,Adm-clerical,<=50K,1
Private,HS-grad,Never-married,Adm-clerical,<=50K,1
Private,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Private,HS-grad,Never-married,Transport-moving,<=50K,1
Self-emp-not-inc,HS-grad,Divorced,Craft-repair,<=50K,1
Private,Some-college,Never-married,Handlers-cleaners,<=50K,1
Local-gov,Masters,Divorced,Prof-specialty,<=50K,1
Local-gov,Some-college,Married-civ-spouse,Protective-serv,>50K,0
Private,HS-grad,Never-married,Sales,<=50K,1
Private,11th,Married-civ-spouse,Transport-moving,<=50K,1
Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,<=50K,1
Private,Masters,Married-civ-spouse,Prof-specialty,<=50K,1
Private,Bachelors,Married-civ-spouse,Sales,<=50K,1
Local-gov,Masters,Married-civ-spouse,Prof-specialty,>50K,0
Private,7th-8th,Married-civ-spouse,Machine-op-inspct,<=50K,1
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,<=50K,1
Private,Bachelors,Married-civ-spouse,Prof-specialty,>50K,0
?,Bachelors,Never-married,?,<=50K,1
Private,HS-grad,Married-spouse-absent,Other-service,<=50K,1
Private,11th,Never-married,Prof-specialty,<=50K,1
Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,>50K,0
Private,9th,Married-civ-spouse,Sales,<=50K,1
Private,HS-grad,Never-married,Adm-clerical,<=50K,1
Private,Some-college,Married-civ-spouse,Craft-repair,<=50K,1
Private,HS-grad,Never-married,Adm-clerical,<=50K,1
?,Some-college,Married-civ-spouse,?,<=50K,1
Federal-gov,Masters,Married-civ-spouse,Exec-managerial,>50K,0
Private,Some-college,Divorced,Exec-managerial,>50K,0
Private,Bachelors,Never-married,Prof-specialty,<=50K,1
Private,11th,Divorced,Handlers-cleaners,<=50K,1
Private,9th,Separated,Other-service,<=50K,1
Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,<=50K,1
Self-emp-not-inc,Assoc-acdm,Divorced,Sales,<=50K,1
Private,HS-grad,Separated,Sales,<=50K,1
Private,HS-grad,Never-married,Handlers-cleaners,<=50K,1
Private,Bachelors,Never-married,Sales,<=50K,1
State-gov,Bachelors,Married-civ-spouse,Exec-managerial,<=50K,1
Private,Some-college,Married-civ-spouse,Prof-specialty,<=50K,1
Private,Some-college,Never-married,Craft-repair,<=50K,1
Private,Preschool,Married-spouse-absent,Other-service,<=50K,1
Private,Bachelors,Never-married,Tech-support,<=50K,1
Federal-gov,Prof-school,Never-married,Prof-specialty,<=50K,1
Private,Masters,Divorced,Sales,<=50K,1
